index,Company,TypeName,Inches,Resolution_Width,Resolution_Heigth,Touch_Screen,Cpu_Brand,Cpu_Name,Cpu_Speed,Ram,Memory_Type,Primary_Storage,Secondary_Storage,Gpu_Brand,OpSys,Weigth(kg),Price
0,Apple,Ultrabook,13.3,2560,1600,No,Intel,"Core i5",2.3GHz,8,SDD,128,0,Intel,macos,1.37,71378.7
1,Apple,Ultrabook,13.3,1440,900,No,Intel,"Core i5",1.8GHz,8,"Flash Storage",128,0,Intel,macos,1.34,47895.5
2,HP,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,N/A,1.86,30636.0
3,Apple,Ultrabook,15.4,2880,1800,No,Intel,"Core i7",2.7GHz,16,SDD,512,0,AMD,macos,1.83,135195.3
4,Apple,Ultrabook,13.3,2560,1600,No,Intel,"Core i5",3.1GHz,8,SDD,256,0,Intel,macos,1.37,96095.8
5,Acer,Notebook,15.6,1366,768,No,AMD,"A9-Series 9420",3GHz,4,HDD,500,0,AMD,windows,2.1,21312.0
6,Apple,Ultrabook,15.4,2880,1800,No,Intel,"Core i7",2.2GHz,16,"Flash Storage",256,0,Intel,macos,2.04,114017.6
7,Apple,Ultrabook,13.3,1440,900,No,Intel,"Core i5",1.8GHz,8,"Flash Storage",256,0,Intel,macos,1.34,61735.5
8,Asus,Ultrabook,14.0,1920,1080,No,Intel,"Core i7",1.8GHz,16,SDD,512,0,Nvidia,windows,1.3,79653.6
9,Acer,Ultrabook,14.0,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.6,41025.6
10,HP,Notebook,15.6,1366,768,No,Intel,"Core i5",2.5GHz,4,HDD,500,0,Intel,N/A,1.86,20987.0
11,HP,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,HDD,500,0,Intel,N/A,1.86,18381.1
12,Apple,Ultrabook,15.4,2880,1800,No,Intel,"Core i7",2.8GHz,16,SDD,256,0,AMD,macos,1.83,130001.6
13,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,SDD,256,0,AMD,windows,2.2,26581.4
14,Apple,Ultrabook,12.0,2304,1440,No,Intel,"Core M",1.2GHz,8,SDD,256,0,Intel,macos,0.92,67260.7
15,Apple,Ultrabook,13.3,2560,1600,No,Intel,"Core i5",2.3GHz,8,SDD,256,0,Intel,macos,1.37,80908.3
16,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,AMD,windows,2.2,39693.6
17,Apple,Ultrabook,15.4,2880,1800,No,Intel,"Core i7",2.9GHz,16,SDD,512,0,AMD,macos,1.83,152274.2
18,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i3",2.4GHz,8,HDD,1024,0,Nvidia,N/A,2.2,26586.7
19,Dell,Ultrabook,13.3,1920,1080,Yes,Intel,"Core i5",1.6GHz,8,SDD,128,0,Intel,windows,1.22,52161.1
21,Lenovo,Gaming,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,Hybrid,128,1024,Nvidia,windows,2.5,53226.7
22,HP,Notebook,15.6,1366,768,No,AMD,"E-Series E2-9000e",1.5GHz,4,HDD,500,0,AMD,N/A,1.86,13746.2
23,Dell,"2 in 1 Convertible",13.3,1920,1080,Yes,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.62,43636.3
24,HP,Ultrabook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Intel,windows,1.91,35111.5
25,Dell,Notebook,15.6,1366,768,No,Intel,"Core i3",2GHz,4,HDD,1024,0,Intel,windows,2.3,22305.1
26,Apple,Ultrabook,13.3,1440,900,No,Intel,"Core i5",1.6GHz,8,"Flash Storage",128,0,Intel,macos,1.35,58554.7
27,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,AMD,windows,2.2,42624.0
28,Dell,Ultrabook,15.6,1920,1080,No,Intel,"Core i7",1.9GHz,8,SDD,256,256,Intel,windows,1.88,69157.4
29,HP,Notebook,17.3,1920,1080,No,Intel,"Core i5",1.6GHz,8,HDD,1024,0,Nvidia,windows,2.5,47738.9
30,Chuwi,Notebook,15.6,1920,1080,No,Intel,"Atom x5-Z8300",1.44GHz,4,"Flash Storage",64,0,Intel,windows,1.89,13053.1
31,Asus,Notebook,14.0,1366,768,No,AMD,"E-Series E2-6110",1.5GHz,2,"Flash Storage",32,0,AMD,windows,1.65,10602.7
32,HP,Notebook,17.3,1920,1080,No,AMD,"A6-Series 9220",2.5GHz,4,HDD,500,0,AMD,windows,2.71,23389.9
33,Dell,Ultrabook,13.3,3200,1800,Yes,Intel,"Core i7",1.8GHz,16,SDD,512,0,Intel,windows,1.2,99580.3
34,Apple,Ultrabook,13.3,1440,900,No,Intel,"Core i5",1.6GHz,8,"Flash Storage",256,0,Intel,macos,1.35,53173.4
35,Lenovo,Notebook,14.0,1366,768,No,Intel,"Celeron Dual",1.1GHz,4,"Flash Storage",64,0,Intel,windows,1.44,13266.7
36,Acer,Notebook,15.6,1366,768,No,Intel,"Core i3",2.7GHz,4,HDD,1024,0,Intel,linux,2.1,19553.8
37,Dell,Notebook,17.3,1920,1080,No,Intel,"Core i5",1.6GHz,8,Hybrid,128,1024,AMD,windows,2.8,52161.1
38,HP,Notebook,15.6,1366,768,No,Intel,"Core i5",2.5GHz,4,HDD,1024,0,Intel,windows,1.86,26037.4
39,HP,Notebook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Nvidia,windows,2.1,46833.1
40,Asus,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,HDD,1024,0,Intel,linux,2,20725.9
41,Dell,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,2.65,79866.7
42,Asus,Notebook,15.6,1366,768,No,Intel,"Core i5",2.5GHz,8,HDD,1024,0,Nvidia,linux,2.3,27864.9
43,Acer,Notebook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,4,SDD,256,0,Intel,windows,2.2,36337.0
44,Dell,"2 in 1 Convertible",17.3,1920,1080,Yes,Intel,"Core i5",1.6GHz,12,HDD,1024,0,Nvidia,windows,2.77,53226.7
45,Apple,Ultrabook,13.3,2560,1600,No,Intel,"Core i5",2.0GHz,8,SDD,256,0,Intel,macos,1.37,75604.3
47,Asus,Gaming,17.3,1920,1080,No,AMD,"Ryzen 1700",3GHz,8,Hybrid,256,1024,AMD,windows,3.2,69210.7
48,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,4,SDD,256,0,AMD,windows,2.3,34045.9
49,Asus,Notebook,17.3,1366,768,No,Intel,"Pentium Quad",1.1GHz,4,HDD,1024,0,Nvidia,windows,2.8,24828.5
51,Acer,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Nvidia,windows,2.2,44808.5
52,HP,Notebook,15.6,1920,1080,No,AMD,"A6-Series 9220",2.5GHz,4,SDD,256,0,AMD,windows,1.86,21231.5
53,HP,Notebook,13.3,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,512,0,Intel,windows,1.49,58767.8
54,Acer,Notebook,15.6,1366,768,No,Intel,"Core i3",2.4GHz,4,HDD,1024,0,Intel,windows,2.4,20459.5
55,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,AMD,windows,2.13,40908.4
56,HP,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,SDD,128,0,Intel,windows,1.91,23389.9
57,Asus,Notebook,15.6,1366,768,No,Intel,"Core i5",2.5GHz,4,SDD,256,0,Intel,windows,2,31232.2
58,MSI,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,2048,Nvidia,windows,2.43,130482.7
59,Asus,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,SDD,256,0,Intel,linux,2,22111.2
60,Dell,Notebook,17.3,1920,1080,No,Intel,"Core i7",1.8GHz,16,Hybrid,256,2048,AMD,windows,2.8,69210.7
61,Dell,Ultrabook,14.0,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.7,46833.1
62,Lenovo,Notebook,14.0,1920,1080,No,Intel,"Core i3",2.7GHz,8,SDD,256,0,Intel,N/A,1.7,31914.7
63,Asus,Notebook,14.0,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.4,50136.5
64,HP,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,windows,1.86,36763.2
65,Asus,Ultrabook,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,SDD,512,0,Nvidia,windows,1.8,105654.2
66,HP,Notebook,15.6,1366,768,No,Intel,"Core i3",2GHz,4,HDD,500,0,AMD,windows,1.86,23373.4
67,HP,Notebook,14.0,1366,768,No,Intel,"Celeron Dual",1.6GHz,4,SDD,32,0,Intel,windows,1.44,12201.1
68,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,4,HDD,1024,0,Intel,windows,1.9,29250.7
69,Asus,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,12,HDD,1024,0,Nvidia,linux,3,50562.7
70,Microsoft,Ultrabook,13.5,2256,1504,Yes,Intel,"Core i5",2.5GHz,4,SDD,128,0,Intel,windows,1.252,58021.9
71,Dell,Ultrabook,13.3,1920,1080,No,Intel,"Core i7",1.8GHz,64,SDD,256,0,AMD,windows,1.4,50882.4
72,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,AMD,windows,2.2,46353.6
73,MSI,Gaming,17.3,1920,1080,No,Intel,"Core i5",2.5GHz,8,Hybrid,128,1024,Nvidia,windows,2.7,58341.6
74,Acer,Notebook,14.0,1366,768,No,Intel,"Core i3",2GHz,8,HDD,1024,0,Intel,windows,2.1,20725.9
75,Asus,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,HDD,1024,0,Nvidia,windows,2.2,50562.7
76,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,HDD,2048,0,Intel,N/A,2.2,27652.3
77,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,Hybrid,128,1024,Intel,windows,2.02,45554.4
78,Acer,Notebook,15.6,1920,1080,No,Intel,"Core i3",2.7GHz,4,HDD,1024,0,Nvidia,windows,2.2,28238.4
79,HP,Notebook,17.3,1920,1080,No,Intel,"Core i5",1.6GHz,8,Hybrid,128,1024,Nvidia,windows,2.5,52054.6
80,Dell,Ultrabook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.88,58403.4
81,Apple,Ultrabook,12.0,2304,1440,No,Intel,"Core i5",1.3GHz,8,SDD,512,0,Intel,macos,0.92,80452.8
82,HP,Notebook,14.0,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.63,45820.8
83,Lenovo,Notebook,15.6,1920,1080,No,AMD,"A6-Series 9220",2.5GHz,4,SDD,128,0,AMD,windows,2.2,21258.7
84,Acer,Notebook,15.6,1366,768,No,AMD,"A9-Series 9420",3GHz,4,HDD,1024,0,AMD,windows,2.1,21045.6
85,Dell,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,128,1024,Nvidia,windows,2.65,71874.7
86,HP,Ultrabook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Nvidia,windows,1.83,37242.7
87,HP,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,windows,1.96,31914.2
88,Asus,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,128,1024,Nvidia,windows,2.2,77202.7
89,Dell,Ultrabook,13.3,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Intel,windows,1.21,87858.7
90,Asus,Gaming,15.6,1920,1080,No,AMD,"FX 9830P",3GHz,8,HDD,1024,0,AMD,windows,2.45,37242.7
91,Acer,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,2,HDD,1024,0,Nvidia,windows,2.2,36709.9
92,HP,Notebook,13.3,1920,1080,No,Intel,"Core i7",1.8GHz,16,SDD,512,0,Intel,windows,1.49,63776.2
93,Dell,Gaming,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Nvidia,windows,2.65,63669.6
94,Asus,Ultrabook,14.0,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,Intel,windows,1.25,55890.7
95,Acer,"2 in 1 Convertible",13.3,1920,1080,Yes,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.5,45128.2
96,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,8,HDD,1024,0,AMD,linux,2.2,31962.7
97,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,SDD,256,0,AMD,linux,2.2,25840.8
98,Asus,Notebook,15.6,1920,1080,No,Intel,"Core i3",2.4GHz,6,SDD,256,0,Nvidia,windows,2,30742.6
99,HP,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,12,Hybrid,128,1024,Nvidia,windows,2.62,66546.7
100,HP,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,AMD,windows,1.91,38308.3
101,HP,Notebook,15.6,1920,1080,No,AMD,"E-Series E2-9000e",1.5GHz,4,HDD,500,0,AMD,windows,2.1,18594.7
102,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,8,HDD,1024,0,AMD,linux,2.2,34472.2
103,HP,Ultrabook,13.3,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,Nvidia,windows,1.38,59620.3
104,Microsoft,Ultrabook,13.5,2256,1504,Yes,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,windows,1.252,71395.2
105,HP,Notebook,14.0,1920,1080,No,Intel,"Core i5",2.5GHz,6,SDD,256,0,Nvidia,windows,1.58,35111.5
106,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,HDD,1024,0,Intel,windows,1.85,22105.9
107,Asus,Ultrabook,14.0,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,Nvidia,windows,1.3,63563.0
108,MSI,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,2.2,69210.7
109,Lenovo,Notebook,14.0,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,Intel,windows,1.58,78854.4
110,Asus,Ultrabook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,16,Hybrid,256,1024,Nvidia,windows,1.5,67239.4
111,Dell,Ultrabook,13.3,3200,1800,Yes,Intel,"Core i7",2.4GHz,8,SDD,256,0,Intel,windows,1.23,73473.1
112,Lenovo,"2 in 1 Convertible",13.3,1920,1080,Yes,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,windows,1.37,74538.7
113,HP,Notebook,14.0,1366,768,No,Intel,"Core i5",1.6GHz,4,HDD,500,0,Intel,windows,1.63,38468.2
114,Dell,Ultrabook,13.3,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.21,86793.1
116,HP,Notebook,14.0,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,512,0,Intel,windows,1.63,57755.5
117,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,Hybrid,256,1024,Nvidia,windows,2.16,60224.0
118,Asus,Notebook,17.3,1920,1080,No,Intel,"Core i3",2GHz,4,HDD,1024,0,Nvidia,windows,2,30049.9
119,Asus,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Nvidia,windows,1.7,59567.0
120,Acer,Notebook,15.6,1920,1080,Yes,Intel,"Core i3",2.4GHz,6,HDD,1024,0,Intel,windows,2.1,25521.1
121,MSI,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,2048,Nvidia,windows,1.8,119427.1
122,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Nvidia,N/A,2.2,33513.1
123,HP,Notebook,17.3,1920,1080,No,Intel,"Core i7",1.8GHz,16,SDD,512,0,Nvidia,windows,2.5,67718.9
124,Acer,Notebook,15.6,1366,768,No,AMD,"A9-Series 9420",3GHz,4,SDD,256,0,AMD,windows,2.1,24029.3
126,HP,Notebook,14.0,1920,1080,No,Intel,"Core i5",1.6GHz,8,HDD,1024,0,Intel,windows,1.63,43263.4
127,Asus,Notebook,14.0,1366,768,No,AMD,"E-Series 6110",1.5GHz,4,SDD,64,0,AMD,windows,1.65,14811.3
128,Dell,Notebook,17.3,1920,1080,No,Intel,"Core i7",1.8GHz,16,Hybrid,256,2048,AMD,windows,2.8,74378.9
129,HP,Notebook,17.3,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,2.5,49443.8
130,Dell,Notebook,15.6,1366,768,No,Intel,"Core i5",2.5GHz,8,HDD,1024,0,AMD,windows,2.36,34045.4
131,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,HDD,1024,0,AMD,windows,2.2,23922.7
132,Acer,Ultrabook,14.0,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Intel,windows,1.6,47099.5
133,Acer,Notebook,15.6,1920,1080,No,Intel,"Core i3",2.7GHz,4,SDD,256,0,Nvidia,windows,7.2,30476.2
134,HP,Notebook,15.6,1366,768,No,Intel,"Core i7",2.7GHz,8,HDD,1024,0,Intel,windows,2.05,31861.4
135,HP,Notebook,14.0,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Intel,windows,1.63,52640.6
136,Lenovo,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.1GHz,4,HDD,1024,0,Intel,N/A,1.9,13445.7
137,Asus,Gaming,17.3,1920,1080,No,Intel,"Core i5",2.5GHz,8,Hybrid,128,1024,Nvidia,windows,3,49976.6
138,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,4,HDD,1024,0,Nvidia,N/A,2.2,26586.7
139,HP,Notebook,13.3,1920,1080,No,Intel,"Core i5",2.5GHz,4,SDD,256,0,Intel,windows,1.32,37242.7
140,Acer,Notebook,17.3,1920,1080,No,Intel,"Core i3",2.7GHz,4,HDD,1024,0,Nvidia,windows,3,34898.4
141,Lenovo,Notebook,14.0,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,AMD,windows,1.75,59461.5
142,Lenovo,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,SDD,256,0,Nvidia,N/A,2.4,46300.3
143,Toshiba,Notebook,15.6,1366,768,No,Intel,"Core i5",2.3GHz,4,HDD,500,0,Intel,windows,2.1,32074.6
144,HP,Notebook,15.6,1366,768,No,AMD,"A6-Series 9220",2.5GHz,4,SDD,256,0,AMD,windows,1.86,19660.3
145,Asus,Ultrabook,14.0,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Intel,windows,1.25,58554.7
146,HP,Ultrabook,12.5,3840,2160,Yes,Intel,"Core M",1.2GHz,8,SDD,512,0,Intel,windows,0.97,107305.9
147,Asus,Notebook,15.6,1920,1080,No,Intel,"Celeron Dual",1.1GHz,4,HDD,1024,0,Intel,windows,2,18328.3
149,Acer,Notebook,15.6,1366,768,No,Intel,"Core i3",2GHz,4,HDD,1024,0,Intel,windows,2.1,23816.2
150,Dell,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,SDD,512,0,Nvidia,windows,2.56,66560.6
151,Dell,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,Hybrid,1024,0,Nvidia,windows,2.62,47898.7
152,Lenovo,Notebook,15.6,1366,768,No,Intel,"Core i5",2.5GHz,4,SDD,128,0,Intel,windows,1.9,26533.4
153,MSI,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,2.8,100699.2
154,HP,Ultrabook,14.0,1920,1080,No,Intel,"Core i5",2.7GHz,4,SDD,256,0,Intel,windows,1.48,57649.0
155,HP,Notebook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,6,SDD,256,0,AMD,windows,1.91,32980.3
156,Lenovo,"2 in 1 Convertible",14.0,1920,1080,Yes,Intel,"Core i3",2.4GHz,4,SDD,256,0,Intel,windows,1.74,33513.1
157,Asus,"2 in 1 Convertible",13.3,1920,1080,Yes,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.1,70063.2
158,Dell,"2 in 1 Convertible",15.6,1920,1080,Yes,Intel,"Core i7",1.8GHz,8,SDD,256,0,Intel,windows,1.56,55890.7
159,Toshiba,Notebook,15.6,1366,768,No,Intel,"Core i3",2.2GHz,4,HDD,500,0,Intel,windows,2.1,23816.2
160,Asus,Notebook,15.6,1366,768,No,AMD,"A9-Series 9420",3GHz,4,HDD,1024,0,AMD,windows,2.03,21471.8
161,Acer,Notebook,17.3,1920,1080,No,Intel,"Core i5",1.6GHz,4,SDD,256,0,Nvidia,windows,3,42890.4
162,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,AMD,windows,2.13,38787.8
163,Lenovo,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,SDD,256,0,Nvidia,windows,2.5,57489.1
164,Acer,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.1GHz,4,HDD,1024,0,Intel,windows,2.1,18541.4
165,MSI,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,2.4,95850.7
166,Acer,Notebook,15.6,1366,768,No,Intel,"Pentium Quad",1.1GHz,4,HDD,1024,0,Intel,windows,2.1,19367.8
167,Dell,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,Hybrid,128,1024,Nvidia,windows,2.56,56502.9
168,Acer,Notebook,17.3,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Nvidia,windows,3,45501.1
169,HP,Notebook,13.3,1920,1080,No,Intel,"Core i5",1.6GHz,4,HDD,500,0,Intel,windows,1.49,40173.1
170,Huawei,Ultrabook,13.0,2160,1440,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,windows,1.05,71874.7
171,HP,Notebook,17.3,1920,1080,No,Intel,"Core i5",2.5GHz,6,HDD,2048,0,AMD,windows,2.71,37242.7
172,Lenovo,Notebook,15.6,1366,768,No,AMD,"A6-Series 9220",2.9GHz,4,HDD,500,0,AMD,N/A,2.2,16463.5
173,Toshiba,Notebook,15.6,1366,768,No,Intel,"Core i3",2.4GHz,4,HDD,500,0,Intel,windows,5.4,26053.9
174,HP,Notebook,17.3,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Nvidia,windows,2.5,49177.4
175,Dell,Notebook,15.6,1366,768,No,Intel,"Core i3",2.4GHz,8,HDD,1024,0,Intel,windows,2.3,24455.5
176,Acer,Notebook,15.6,1366,768,No,Intel,"Core i3",2GHz,4,SDD,128,0,Intel,windows,2.1,23922.7
177,MSI,Gaming,18.4,1920,1080,No,Intel,"Core i7",2.9GHz,32,Hybrid,512,1024,Nvidia,windows,4.4,149130.7
178,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,Hybrid,128,1024,AMD,windows,1.90,43316.6
179,HP,"2 in 1 Convertible",13.3,3840,2160,Yes,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.29,79866.7
180,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,16,Hybrid,256,2048,AMD,linux,2.02,55890.7
181,Dell,Ultrabook,13.3,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.23,74538.7
182,Lenovo,"2 in 1 Convertible",13.9,3840,2160,Yes,Intel,"Core i7",1.8GHz,16,SDD,512,0,Intel,windows,1.4,98514.7
183,Toshiba,Notebook,15.6,1366,768,No,Intel,"Core i5",2.5GHz,8,SDD,128,0,Intel,windows,2.0,42251.0
184,Xiaomi,Notebook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Nvidia,N/A,1.95,63882.7
185,Dell,Notebook,17.3,1920,1080,Yes,Intel,"Core i7",1.8GHz,16,SDD,512,0,Nvidia,windows,2.77,82530.7
186,Dell,Notebook,15.6,3840,2160,Yes,Intel,"Core i7",2.8GHz,16,SDD,512,0,Nvidia,windows,2.06,127712.2
187,Lenovo,Gaming,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Nvidia,N/A,2.4,41505.1
188,Acer,Ultrabook,13.3,1920,1080,No,Intel,"Core i5",1.2GHz,8,SDD,256,0,Intel,windows,1.12,52693.9
189,Dell,Notebook,17.3,1920,1080,No,Intel,"Core i7",1.8GHz,8,Hybrid,128,1024,AMD,windows,2.8,57808.8
191,Vero,Notebook,14.0,1920,1080,No,Intel,"Celeron Dual",1.1GHz,4,"Flash Storage",32,0,Intel,windows,1.3,13852.8
192,Xiaomi,Ultrabook,13.3,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Nvidia,N/A,1.3,53274.7
193,Lenovo,Notebook,17.3,1600,900,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Nvidia,N/A,2.8,37189.4
194,Dell,"2 in 1 Convertible",13.3,1920,1080,Yes,Intel,"Core i7",1.8GHz,8,HDD,1024,0,Intel,windows,1.62,44701.9
195,HP,Notebook,17.3,1920,1080,No,Intel,"Core i5",1.6GHz,8,HDD,1024,0,Nvidia,windows,2.5,48697.9
196,Razer,Gaming,17.3,3840,2160,Yes,Intel,"Core i7",2.9GHz,32,SDD,1024,0,Nvidia,windows,3.49,324954.7
197,HP,Notebook,13.3,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,512,0,Intel,windows,1.49,51095.5
198,HP,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,3.35,73473.1
199,HP,Notebook,17.3,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Nvidia,windows,2.5,55677.6
200,Dell,Gaming,15.6,3840,2160,No,Intel,"Core i7",2.8GHz,16,Hybrid,512,1024,Nvidia,windows,2.65,98301.6
201,Lenovo,Notebook,15.6,1366,768,No,Intel,"Core i5",2.3GHz,4,SDD,128,0,Intel,windows,2.1,26267.0
202,Acer,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,8,HDD,1024,0,Nvidia,windows,2.23,39533.8
203,Lenovo,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,512,1024,Nvidia,windows,3.2,93186.7
204,Dell,Workstation,15.6,3840,2160,No,Intel,"Xeon E3-1505M",3GHz,16,Hybrid,256,1024,Nvidia,windows,2.8,162770.4
205,Lenovo,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,SDD,512,0,Nvidia,N/A,2.4,74485.4
206,Dell,Notebook,15.6,1366,768,Yes,Intel,"Core i3",2.4GHz,6,HDD,1024,0,Intel,windows,2.3,23389.9
207,Dell,Ultrabook,13.3,3840,2160,Yes,Intel,"Core i7",1.8GHz,8,SDD,256,0,Intel,windows,1.21,103842.7
208,Dell,Ultrabook,13.3,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Intel,windows,?,77202.7
