index,Company,TypeName,Inches,Resolution_Width,Resolution_Heigth,Touch_Screen,Cpu_Brand,Cpu_Name,Cpu_Speed,Ram,Memory_Type,Primary_Storage,Secondary_Storage,Gpu_Brand,OpSys,Weigth(kg),Price
1228,Lenovo,Gaming,15.6,1920,1080,Yes,Intel,"Core i7",2.6GHz,16,Hybrid,128,1024,Nvidia,windows,2.6,54825.1
1229,MSI,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,Hybrid,128,1024,Nvidia,windows,2.2,61218.7
1230,Lenovo,Netbook,12.5,1920,1080,Yes,Intel,"Core i7",2.50GHz,16,SDD,512,0,Intel,windows,1.3,87912.0
1231,Razer,Gaming,14.0,1920,1080,No,Intel,"Core i7",2.8GHz,16,SDD,1024,0,Nvidia,windows,1.95,186426.7
1232,Dell,Notebook,15.6,1366,768,Yes,Intel,"Core i3",2.4GHz,8,HDD,1024,0,Intel,windows,2.3,24988.9
1233,MSI,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,2.7,85141.4
1234,Apple,Ultrabook,11.6,1366,768,No,Intel,"Core i5",1.6GHz,4,"Flash Storage",256,0,Intel,macos,1.08,51095.5
1235,HP,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,HDD,1024,0,Intel,windows,2.1,25467.8
1236,HP,Ultrabook,14.0,2560,1440,No,Intel,"Core i7",2.5GHz,8,SDD,256,0,Intel,windows,1.54,117119.6
1237,Dell,Notebook,15.6,1366,768,No,Intel,"Core i5",2.3GHz,4,HDD,500,0,Intel,windows,2.24,39267.4
1238,MSI,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.6GHz,8,Hybrid,128,1024,Nvidia,windows,2.3,62284.3
1239,Lenovo,Notebook,13.3,1920,1080,No,Intel,"Core i7",2.7GHz,16,SDD,512,0,Intel,windows,1.4,79866.7
1240,Lenovo,Notebook,15.6,1920,1080,No,AMD,"A12-Series 9720P",3.6GHz,6,SDD,256,0,AMD,windows,2.2,31838.5
1241,Asus,Ultrabook,13.3,1920,1080,No,Intel,"Core i7",2.5GHz,8,SDD,256,0,Intel,windows,1.45,68198.4
1242,Acer,Notebook,15.6,1366,768,No,Intel,"Core i3",2.0GHz,4,HDD,500,0,Intel,linux,2.4,19276.7
1243,Dell,"2 in 1 Convertible",17.3,1920,1080,Yes,Intel,"Core i7",2.7GHz,16,SDD,512,0,Nvidia,windows,2.77,95850.7
1244,HP,Notebook,14.0,1920,1080,No,Intel,"Core i5",2.3GHz,4,SDD,256,0,Intel,windows,1.54,58607.5
1246,Dell,Notebook,14.0,1366,768,No,Intel,"Core i5",2.5GHz,4,HDD,500,0,Intel,windows,1.6,46620.0
1247,Asus,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.6GHz,16,Hybrid,256,1024,Nvidia,windows,2.34,123876.0
1248,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,N/A,2.3,30529.4
1249,Dell,"2 in 1 Convertible",13.3,3200,1800,Yes,Intel,"Core i5",1.2GHz,8,SDD,256,0,Intel,windows,1.24,96596.6
1250,Dell,Notebook,15.6,1366,768,No,Intel,"Pentium Quad",1.6GHz,4,HDD,500,0,Intel,linux,2.2,17262.7
1251,HP,Notebook,15.6,1366,768,No,AMD,"A6-Series 9220",2.5GHz,4,HDD,500,0,AMD,windows,1.86,21258.7
1252,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i3",2.3GHz,6,SDD,128,0,Nvidia,windows,2.4,30316.3
1253,Lenovo,Notebook,14.0,1920,1080,No,Intel,"Core i5",2.3GHz,8,SDD,256,0,Intel,windows,1.9,57116.2
1254,Dell,Notebook,15.6,1366,768,No,Intel,"Pentium Quad",1.6GHz,4,HDD,500,0,Intel,windows,2.2,23655.8
1255,Asus,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.1GHz,4,HDD,1024,0,Intel,windows,2,18061.9
1256,Asus,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.6GHz,16,Hybrid,128,1024,Nvidia,windows,4.0,101232.0
1257,Dell,Notebook,15.6,1366,768,No,Intel,"Core i3",2GHz,4,HDD,500,0,Intel,windows,2.29,26107.2
1258,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.5GHz,8,Hybrid,1024,0,AMD,windows,2.32,47685.6
1259,MSI,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.6GHz,8,Hybrid,128,1024,Nvidia,windows,2.4,65481.1
1260,Lenovo,"2 in 1 Convertible",14.0,1920,1080,Yes,Intel,"Core i5",2.3GHz,4,SDD,128,0,Intel,windows,1.8,44382.8
1261,Asus,Ultrabook,13.3,1920,1080,No,Intel,"Core M",0.9GHz,8,SDD,512,0,Intel,windows,1.2,38841.1
1262,Dell,Notebook,15.6,1366,768,No,Intel,"Core i3",2.4GHz,6,HDD,1024,0,Intel,windows,2.3,24455.5
1263,Acer,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.6GHz,4,HDD,500,0,Intel,linux,2.4,15397.9
1264,Dell,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.6GHz,2,HDD,500,0,Intel,windows,2.20,20193.1
1265,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.6GHz,8,HDD,1024,0,Nvidia,windows,2.6,47898.7
1266,HP,Notebook,15.6,1920,1080,No,AMD,"A9-Series 9410",2.9GHz,6,Hybrid,1024,0,AMD,windows,2.04,29303.5
1267,Dell,Notebook,15.6,1366,768,No,Intel,"Core i7",2.7GHz,8,HDD,1024,0,AMD,linux,2.3,42943.1
1268,HP,Netbook,11.6,1366,768,No,Intel,"Celeron Dual",1.6GHz,2,"Flash Storage",32,0,Intel,windows,1.17,11135.5
1269,Asus,Notebook,15.6,1366,768,No,Intel,"Core i7",2.5GHz,4,HDD,500,0,Nvidia,windows,2.2,38378.6
1270,Lenovo,"2 in 1 Convertible",14.0,1920,1080,Yes,Intel,"Core i7",2.5GHz,4,SDD,128,0,Intel,windows,1.8,33992.6
1271,Lenovo,"2 in 1 Convertible",13.3,3200,1800,Yes,Intel,"Core i7",2.5GHz,16,SDD,512,0,Intel,windows,1.3,79866.7
1272,Lenovo,Notebook,14.0,1366,768,No,Intel,"Celeron Dual",1.6GHz,2,"Flash Storage",64,0,Intel,windows,1.5,12201.1
1273,HP,Notebook,15.6,1366,768,No,Intel,"Core i7",2.5GHz,6,HDD,1024,0,AMD,windows,2.19,40705.9
1274,Asus,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.6GHz,4,HDD,500,0,Intel,windows,2.2,19660.3
1275,Asus,Ultrabook,13.3,1920,1080,No,Intel,"Core M",0.9GHz,8,SDD,512,0,Intel,windows,1.2,38841.1
1276,Dell,Notebook,15.6,1366,768,No,Intel,"Core i3",2.4GHz,6,HDD,1024,0,Intel,windows,2.3,24455.5
1277,Acer,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.6GHz,4,HDD,500,0,Intel,linux,2.4,15397.9
1278,Dell,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.6GHz,2,HDD,500,0,Intel,windows,2.20,20193.1
1279,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.6GHz,8,HDD,1024,0,Nvidia,windows,2.6,47898.7
1280,HP,Notebook,15.6,1920,1080,No,AMD,"A9-Series 9410",2.9GHz,6,Hybrid,1024,0,AMD,windows,2.04,29303.5
1281,Dell,Notebook,15.6,1366,768,No,Intel,"Core i7",2.7GHz,8,HDD,1024,0,AMD,linux,2.3,42943.1
1282,HP,Netbook,11.6,1366,768,No,Intel,"Celeron Dual",1.6GHz,2,"Flash Storage",32,0,Intel,windows,1.17,11135.5
1283,Asus,Notebook,15.6,1366,768,No,Intel,"Core i7",2.5GHz,4,HDD,500,0,Nvidia,windows,2.2,38378.6
1284,Lenovo,"2 in 1 Convertible",14.0,1920,1080,Yes,Intel,"Core i7",2.5GHz,4,SDD,128,0,Intel,windows,1.8,33992.6
1285,Lenovo,"2 in 1 Convertible",13.3,3200,1800,Yes,Intel,"Core i7",2.5GHz,16,SDD,512,0,Intel,windows,1.3,79866.7
1286,Lenovo,Notebook,14.0,1366,768,No,Intel,"Celeron Dual",1.6GHz,2,"Flash Storage",64,0,Intel,windows,1.5,12201.1
1287,HP,Notebook,15.6,1366,768,No,Intel,"Core i7",2.5GHz,6,HDD,1024,0,AMD,windows,2.19,40705.9
1288,Asus,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.6GHz,4,HDD,500,0,Intel,windows,2.2,19660.3
1289,Asus,Ultrabook,13.3,1920,1080,No,Intel,"Core M",0.9GHz,8,SDD,512,0,Intel,windows,1.2,38841.1
1290,Dell,Notebook,15.6,1366,768,No,Intel,"Core i3",2.4GHz,6,HDD,1024,0,Intel,windows,2.3,24455.5
1291,Acer,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.6GHz,4,HDD,500,0,Intel,linux,2.4,15397.9
1292,Dell,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.6GHz,2,HDD,500,0,Intel,windows,2.20,20193.1
1293,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.6GHz,8,HDD,1024,0,Nvidia,windows,2.6,47898.7
1294,HP,Notebook,15.6,1920,1080,No,AMD,"A9-Series 9410",2.9GHz,6,Hybrid,1024,0,AMD,windows,2.04,29303.5
1295,Dell,Notebook,15.6,1366,768,No,Intel,"Core i7",2.7GHz,8,HDD,1024,0,AMD,linux,2.3,42943.1
1296,HP,Netbook,11.6,1366,768,No,Intel,"Celeron Dual",1.6GHz,2,"Flash Storage",32,0,Intel,windows,1.17,11135.5
1297,Asus,Notebook,15.6,1366,768,No,Intel,"Core i7",2.5GHz,4,HDD,500,0,Nvidia,windows,2.2,38378.6
1298,Lenovo,"2 in 1 Convertible",14.0,1920,1080,Yes,Intel,"Core i7",2.5GHz,4,SDD,128,0,Intel,windows,1.8,33992.6
1299,Lenovo,"2 in 1 Convertible",13.3,3200,1800,Yes,Intel,"Core i7",2.5GHz,16,SDD,512,0,Intel,windows,1.3,79866.7
1300,Lenovo,Notebook,14.0,1366,768,No,Intel,"Celeron Dual",1.6GHz,2,"Flash Storage",64,0,Intel,windows,1.5,12201.1
1301,HP,Notebook,15.6,1366,768,No,Intel,"Core i7",2.5GHz,6,HDD,1024,0,AMD,windows,2.19,40705.9
1302,Asus,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.6GHz,4,HDD,500,0,Intel,windows,2.2,19660.3
